index,title,description,publish_date,publish_time,likes,views,category,channel_id
49,Coronavirus infection closes UK medical centre- BBC News,"A medical centre in the city of Brighton on the south coast of England was closed today, after a member of staff tested positive for the coronavirus. Four new cases of infection were confirmed this morning, bringing the total in the UK to 8. The government has declared the outbreak a ""serious and imminent threat to public health"" - mainly to activate legal powers which prevent those in quarantine from attempting to leave before the end of their confinement. BBC medical correspondent Fergus Walsh reports on the latest developments.",2020-02-10,22:26:03,2677,335700,news,UC16niRr50-MSBwiO3YDb3RA
50,BBC exclusive: What is life like for the real 'James Bond'? BBC News,"James Bond has returned to cinemas, but how do real MI6 intelligence officers do their jobs, and what is it like to spend your career leading a double life? Frank Gardner managed to secure a rare interview with two serving intelligence officers.  The agents' identities have been concealed.

Subscribe to BBC News HERE http://bit.ly/1rbfUog
Check out our website: http://www.bbc.com/news 
Facebook: http://www.facebook.com/bbcworldnews 
Twitter: http://www.twitter.com/bbcworld
Instagram: http://instagram.com/bbcnews",2015-10-27,10:15:55,3848,382125,news,UC16niRr50-MSBwiO3YDb3RA
51,Coronavirus infection closes UK medical centre- BBC News,"A medical centre in the city of Brighton on the south coast of England was closed today, after a member of staff tested positive for the coronavirus. Four new cases of infection were confirmed this morning, bringing the total in the UK to 8. The government has declared the outbreak a ""serious and imminent threat to public health"" - mainly to activate legal powers which prevent those in quarantine from attempting to leave before the end of their confinement. BBC medical correspondent Fergus Walsh reports on the latest developments.",2020-02-10,22:26:03,2677,335700,news,UC16niRr50-MSBwiO3YDb3RA
52,BBC exclusive: What is life like for the real 'James Bond'? BBC News,"James Bond has returned to cinemas, but how do real MI6 intelligence officers do their jobs, and what is it like to spend your career leading a double life? Frank Gardner managed to secure a rare interview with two serving intelligence officers.  The agents' identities have been concealed.

Subscribe to BBC News HERE http://bit.ly/1rbfUog
Check out our website: http://www.bbc.com/news 
Facebook: http://www.facebook.com/bbcworldnews 
Twitter: http://www.twitter.com/bbcworld
Instagram: http://instagram.com/bbcnews",2015-10-27,10:15:55,3848,382125,news,UC16niRr50-MSBwiO3YDb3RA
53,"Russian army is struggling with morale against Ukraine, UK defence chief says - BBC News","President Putin is ""unable to match the people to the equipment he has"" as Russians avoid being called up to fight in Ukraine, the UK’s Chief of Defence Staff Admiral Sir Tony Radakin said.

The Chief of the Defence Staff also said that Russia is committing “acts of terrorism” by targeting Ukrainian civilians.

Please subscribe HERE http://bit.ly/1rbfUog

#Russia #Ukraine #BBCNews",2022-07-18,05:00:13,6162,503490,news,UC16niRr50-MSBwiO3YDb3RA
54,"Russia accused of stealing about 600,000 tonnes of Ukraine's grain - BBC News","Ukrainian officials have accused Russia of stealing about 600,000 tonnes of its grain and exporting some of it, turning the country's breadbasket into a stealth missile.

Russia denies stealing grain from Ukraine - a country that typically produces enough to feed 400 million people.

United Nations Secretary-General Antonio Guterres has warned that the war  threatens to ""unleash an unprecedented wave of hunger and destitution"" across the world. 

Please subscribe HERE http://bit.ly/1rbfUog

#Ukraine #Russia ##BBCNews",2022-06-09,10:22:27,2300,140519,news,UC16niRr50-MSBwiO3YDb3RA
55,Russia accuses Ukraine of rocket attack on oil depot in Russia - BBC News,"Russia has said that Ukraine has conducted missile strikes on an oil storage depot in Belgorod in western Russia.

The local governor said the attack was carried out by two Ukrainian helicopters. Ukraine's foreign ministry said it could not confirm or deny whether Kyiv was behind the attack.

If confirmed, it would be the first time that Ukrainian aircraft have flown into Russian airspace to hit a target.

Footage of the strike has been verified by the BBC but its source cannot be confirmed.

Please subscribe HERE http://bit.ly/1rbfUog 

#Ukraine #Russia #BBCNews",2022-04-01,15:14:15,6667,474013,news,UC16niRr50-MSBwiO3YDb3RA
56,Inside the secret training bases for foreign soldiers fighting for Ukraine - BBC News,"Thousands of foreign fighters have joined Ukrainian armed forces since Russia invaded the country in February.

BBC correspondent Olga Malchevska gained access to a secret training camp, the International Legion of Territorial Defence of Ukraine, for those arriving in the country to fight.

Please subscribe HERE http://bit.ly/1rbfUog

#Russia #Ukraine #BBCNews",2022-06-24,13:51:24,19277,1003412,news,UC16niRr50-MSBwiO3YDb3RA
57,Dozens dead and injured in Russian strike on central Ukraine city - BBC News,"Russian forces have extended their reach into the heart of Ukraine, bombing a city far from the eastern frontline. 

At least 23 people, including children, were killed in a cruise missile attack, according to the Ukrainian authorities.   They said that more than 60 needed hospital treatment and dozens more people are missing. 

The president of Ukraine, Volodymyr Zelenskym called it 'an open act of terrorism'.  

The attack took place in the city of Vinnytsia, south-west of the capital Kyiv and a long way from the focus of the fighting in the eastern region of Donbas.

 The Russian defence ministry has consistently denied targeting civilians, despite the evidence.   

Huw Edwards presents BBC News at Ten reporting from Vinnytsia by Sarah Rainsford.   

Please subscribe HERE http://bit.ly/1rbfUog

#BBCNews",2022-07-14,21:21:43,7547,506647,news,UC16niRr50-MSBwiO3YDb3RA
58,Russia’s military strategy in Ukraine - BBC News,"The Ukrainian city of Mariupol is under siege by Russian forces but Russian advances have ground to a halt in many areas, with Ukrainian forces holding out in several cities and also launching effective counterattacks.

BBC Security Correspondent Gordon Carrera gives his analysis of the Russian military strategy in Ukraine. 

Please subscribe HERE //bit.ly/1rbfUog

#Ukraine #Russia #BBCNews",2022-03-21,19:00:16,5583,534321,news,UC16niRr50-MSBwiO3YDb3RA
59,'Internet meme ruined my career' BBC News,"Model Heidi Yeh says an internet meme ruined her career and had a damaging effect of her family. Social media is a part of most people lives. We share photos and videos, laugh together at cute cat videos and memes.  But how would you feel if you were the unwitting victim of a meme?  That's what one model - Heidi Yeh - says happened to her when she became the focus of jokes and internet memes claiming that she'd had plastic surgery. She says it has had a huge effect on her career and family.

Subscribe to BBC News HERE http://bit.ly/1rbfUog
Check out our website: http://www.bbc.com/news 
Facebook: http://www.facebook.com/bbcworldnews 
Twitter: http://www.twitter.com/bbcworld
Instagram: http://instagram.com/bbcnews",2015-11-07,22:50:53,417970,23713460,news,UC16niRr50-MSBwiO3YDb3RA
60,Up close with a human brain - BBC News,"As part of the BBC #In the Mind series Fergus Walsh visits the Bristol Brain Bank, one of a network of ten brain banks managed by the Medical Research Council. Here he shares some facts and figures about what makes the human brain one of the most complex structures in the world. The report contains detailed shots of the human brain from the start.

Subscribe to BBC News HERE http://bit.ly/1rbfUog
Check out our website: http://www.bbc.com/news 
Facebook: http://www.facebook.com/bbcworldnews 
Twitter: http://www.twitter.com/bbcworld
Instagram: http://instagram.com/bbcnews",2016-02-16,18:22:04,3744,441275,news,UC16niRr50-MSBwiO3YDb3RA
61,Fury in Russia at 'serious escalation' of Ukraine missile move | BBC News,"President Joe Biden’s decision to allow Ukraine to strike inside Russia with long-range missiles supplied by the US has sparked a furious response in Russia.
 
On Monday, President Vladimir Putin’s spokesman Dmitry Peskov told journalists that “if such a decision has been taken it means a whole new spiral of tension and a whole new situation with regard to US involvement in this conflict"".
 
Mr Peskov accused the Biden administration of “adding fuel to the fire and continuing to stoke tension around this conflict"".
 
The US's decision comes after Russia deployed North Korean troops to the war zone to fight alongside Russian forces.

Subscribe here: http://bit.ly/1rbfUog

For more news, analysis and features visit: www.bbc.com/news 

#Russia #Ukraine #BBCNews",2024-11-18,15:24:09,12936,1388035,news,UC16niRr50-MSBwiO3YDb3RA
62,3D PRINTED PASTA & CHOCOLATE?  BBC NEWS,"Subscribe to BBC News www.youtube.com/bbcnews
3D printing technology is moving into the kitchen. A prototype device developed by Natural Machines allows different types of food to be printed in 3D including chocolate and pasta.

BBC Click's Melissa Hogenboom finds out more.

Subscribe http://www.youtube.com/bbcnews

Check out our website: http://www.bbc.com/news 
Facebook: http://www.facebook.com/bbcworldnews 
Twitter: http://www.twitter.com/bbcworld
Instagram: http://instagram.com/bbcnews",2013-11-26,11:25:25,282,168096,news,UC16niRr50-MSBwiO3YDb3RA
63,Putin to consider recognising rebel-held Ukrainian regions as independent states - BBC News,"In a meeting with the Russian security council, Vladimir Putin has asked for the separatist Donetsk and Luhansk ""people's republics"" to be recognised as independent states.

Russia-backed rebels in those areas - located in Ukraine's eastern Donbas region - have been fighting the Ukrainian military since 2014 but Moscow has not officially recognised their self-declared republics.

Ukraine and the West fear that if this happens, it could lead Moscow to openly send military forces into the area.

Please subscribe HERE http://bit.ly/1rbfUog 

#Russia #Ukraine #BBCNews",2022-02-21,17:20:21,5465,571421,news,UC16niRr50-MSBwiO3YDb3RA
64,California ‘crippling drought’ leads to strict water restrictions – BBC News,"Strict water restrictions come into force for millions of people in California as the US west coast continues to experience a crippling drought.

Many predict will get even worse during the summer. 

People in the state's agricultural heartland, who have been struggling with water shortages and contamination for years, say it’s time for people in metropolitan areas to conserve water and do their part.

Please subscribe HERE http://bit.ly/1rbfUog

#US California #BBCNews",2022-06-01,11:08:15,7465,497722,news,UC16niRr50-MSBwiO3YDb3RA
65,Arthritis drug may cut Covid hospital deaths by half - BBC News,"A drug that is normally given to people with arthritis could help save lives in the treatment of Covid 19.

A major trial shows that when Tocilizumab is combined with the steroid Dexamethasone it can cut by up to half the number of patients dying in hospital.  

Sophie Raworth presents BBC News at Ten reporting by medical editor Fergus Walsh.

Please subscribe HERE http://bit.ly/1rbfUog

#BBCNews",2021-02-11,22:29:54,2263,194291,news,UC16niRr50-MSBwiO3YDb3RA
